id,name,price,type,rating,rating_number,location,website,contact_number,opening_hours,about,image_source,created_at,updated_at,doc
78,Fish Market,£25 and under,Seafood,4.6,1093,Liverpool Street,http://www.fishmarket-restaurant.co.uk/,020 3503 0790,Tue–Sat 11:30–22:00,In line with government advice,https://images.otstatic.com/prod/23709773/1/medium.jpg,2022-01-26 16:46:12.279559+00,2022-01-26 16:46:12.279559+00,"In line with government advice, we are operating a COVID-19 secure management system* in our restaurant and details of the controls we have in place can be found on our website.  Fish Market is a taste of the great British seaside, just a stone’s throw from Liverpool St Station. The freshest sustainable fish is taken from British waters and prepared simply but effectively, so the ingredients shine through. It’s the perfect place to while away a lunch meeting, or to join friends for a relaxed dinner on the terrace.Lovely venue have been several times and have always enjoyed very good food and service. Great place     Nice decorated restaurant with friendly service. However the overall rating suffers under der poor price performance. The fish ""on the board"" is sharply overpriced. £30 for a small piece of halibut and £21 for a smaller piece of cod are not justified by the quality or preparation quality. While the the 'normal' fish & chops looked okay the 'fresh' is infatoinary. We won't come again       Excellent food and venue     Staff were fantastic. Friendly and helpful. Food was delicious. I highly recommend the octopus carpaccio and whole roasted sea bream.     Great food, great service. Would definitely visit again "
79,Humble Grape Fleet Street,£25 and under,Wine Bar,4.5,45,Fleet Street,https://www.humblegrape.co.uk/wine-bar/fleet-street/,020 7583 0688 ,Wed–Fri 16:00–23:00,We’re an independent wine merchant and tasting event company specialising in boutique,https://images.otstatic.com/prod/26228467/1/medium.jpg,2022-01-26 16:46:12.28172+00,2022-01-26 16:46:12.28172+00,"We’re an independent wine merchant and tasting event company specialising in boutique, hand-crafted wines from small vineyards. At our bar, shop and events you will get the opportunity to taste highly sought after “small lot” wines, discover the classics and the unusual, learn a thing or two and maybe find a new favourite along the way. Our events are curated and tailored for you but are always governed by the simple philosophy that wine should be fun and approachable. Good relaxed environment with friendly staff but best of all a great selection of wines by the glass and if those really does not do it for you, then a wine shop from which too choose a bottle. Enjoyed the food and looking forward to the sharing boards next time.     A bastion of sanity amidst all the Covid uncertainty. We had a very good and easy quick meal before a concert - no hassle, good food, everything we wanted     Lovely dinner after a carol service at St Bride's. Portions were a bit small for the price but other than that most enjoyable atmosphere and good service     Lovely food, just struggled with service timing for our table!     Pleasant food, outstanding wine and very agreeable atmosphere  "
80,Kings Stores,£25 and under,British,4.5,188,Liverpool Street,http://www.kingsstores.co.uk/,020 7247 4089,Monday -Friday: 11:00 - 22:00 Saturday: 11:00 - 22:00  Sunday: 12:00 - 21:00,Nestled between Liverpool Street Station and Spitalfields Market,https://images.otstatic.com/prod/23710749/1/medium.jpg,2022-01-26 16:46:12.283355+00,2022-01-26 16:46:12.283355+00,"Nestled between Liverpool Street Station and Spitalfields Market, The King's Stores is a vibrant hidden gem, with an ever changing selection of craft and cask beers, a carefully chosen wine list, and a fantastic seasonal menu to suit all tastes.  The bustling main bar is the perfect place for after work drinks and we are THE pub for all the biggest sporting action. If you're looking for something more intimate or a taste of our regularly changing menu, we have a dining room just off the main bar, bookings and walk-ins welcome. While our first floor boasts two beautiful function rooms, available for casual dining and drinks or for exclusive hire and events.Great food and decently priced pints, great place to watch football      Great pub, really good for sport, roast was spot on      King’s Stores is my local and I am usually just a walk-in, booking on this occasion ‘just in case’ it was particularly busy. I really rate the place - good beer/ wine, tasty food, and great service.      Nice waiting staff - too many noisy merry men not realising they were so loud. Not much variety on the menu.      My service was impeccable despite the multiple Christmas Office Party groups filling the restaurant. "
81,The Wilmington,£25 and under,Gastro Pub,4.6,895,Farringdon,http://www.wilmingtonclerkenwell.com/,020 7837 1384,Hours of Operation Mon–Sat 12:00–23:00 Sun 12:00–22:30,Welcome to The Wilmington,https://images.otstatic.com/prod/24488763/1/medium.jpg,2022-01-26 16:46:12.284966+00,2022-01-26 16:46:12.284966+00,"Welcome to The Wilmington, a listed 19th century public house, situated in the heart of Clerkenwell. The honesty and quality of food is very much our focus, with an emphasis on imaginative, modern British cooking, using fresh produce sourced by local suppliers.  Please note that children are not permitted in the outside or bar area after 7pm or in the dining room after 9pm. Dogs are not permitted in the dining room.  Online bookings are for dining only.  If you would like to book for drinks only or for anything other than dining, please call us on 020 7837 1384.Extremely slow service, every time the same negative experience unfortunately, no matter how busy they are. Food was good, just an average Sunday roast.     I love this place and have never had a bad meal. The booths are good for social distancing too, and help with private conversations. I have the roast pork belly and a lovely large glass of chardonnay. I can't think of anything to recommend to improve.     We hadn't heard of The Wilmington before but decided to give it a go as were looking for a venue on or close to Exmouth Market.  We were really pleased with our choice - the menu had great variety (although not all dishes were available), the plating was impressive, the food delicious, and all with a lively atmosphere.       Everything was perfect including the temperature of the wine. Great food service and atmosphere.      It was absolutely great, they knew we were going to the theatre and ensured we were served promptly. We were also given a discount as we were theatre goers. The food was delicious and when we go back we will book an earlier time to enable us to have a desert!!!! "
82,Comptoir Libanais Liverpool Street,£25 and under,Lebanese,4.0,162,Liverpool Street,http://www.comptoirlibanais.com/,020 7657 1973,Mon–Sat 12:00–23:00 Sun 12:00–18:00,Comptoir Libanais offers an all-day dining experience serving Lebanese and Middle Eastern cuisine. The food is healthy,https://images.otstatic.com/prod/24620033/1/medium.jpg,2022-01-26 16:46:12.287055+00,2022-01-26 16:46:12.287055+00,"Comptoir Libanais offers an all-day dining experience serving Lebanese and Middle Eastern cuisine. The food is healthy, fresh and honest, brought to you by friendly team members in a relaxed environment.  The menu is vast offering such things as halloumi croissants and sumac dusted scrambled egg on toast for breakfast; falafel, chicken or lamb kofta wraps and fresh salads for a light lunch and mana’esh (Lebanese flatbreads) , marinated grills and tagines for any time of the day. There is a long list of hot and cold mezze dishes, such as lamb kibbeh, chicken wings and baba ghanuj served with Lebanese bread – perfect for sharing.  To drink, enjoy any of the homemade lemonades including pomegranate and orange blossom or a fresh juice, pressed to order. There is a variety of unique cocktails, created using authentic and unusual ingredients, such as rose water and arak. Lebanese wine features heavily on the menu including Comptoir’s own label, straight from Bekaa ValleyI was very disappointed to arrive at the restaurant to find that it was closed. My reservation on Open Table should have clearly not gone through.     They didn’t have any record of my OpenTable booking    Ordered the most, paid the most and didn’t leave full. The place was rather cold as well but they gave us some free baklava which was nice!     It was below expectations, food was dry and tasteless, tables were so close to each other you couldn’t walk past.     It was closed. How is it possible that Open Table allows me to book a table in restaurant that is not open.   Very disappointing and I’d question using open table again. I had a water journey into London"
83,Mumbai Square,£25 and under,British,3.8,28,Aldgate,http://www.mumbaisquare.co.uk/,020 7247 6461,Lunch Daily 12:00–15:00 Dinner Daily 17:30–23:00,Mumbai Square is one of the best Indian restaurants in Aldgate London. It is located in the City between Liverpool Street and Aldgate underground station.   A few minutes away from Bricklane and Spitalfields market,https://images.otstatic.com/prod/26197090/3/medium.jpg,2022-01-26 16:46:12.288675+00,2022-01-26 16:46:12.288675+00,"Mumbai Square is one of the best Indian restaurants in Aldgate London. It is located in the City between Liverpool Street and Aldgate underground station.   A few minutes away from Bricklane and Spitalfields market, It is perfectly situated for hosting private parties, corporate events, wedding receptions and birthday party.   We have the capacity to cater for 300 people in our function room and glass-fronted mezzanine level.   At Mumbai Square, our chefs designed a menu to reflect an ethos of creativity using traditional Indian recipes. We only use halal meat and our kitchen is 100% Gluten-free. We have created a special Vegan menu.   You will have an intimate and relaxed dining experience with a dedicated staff ensuring your time in our premises is memorable.A good variety of dishes. Excellent for vegans. Attentive service. Pity that covid measures kept the room fairly empty.     House wine not available and next price up either. Given £2 discount on another which was lovely but we should t have paid extra.      Wouldn’t recommend for vegetarians. The dishes were either bland or salty.       Friendly staff, but took 2 hours to get the mains out. Nice enough when it eventually came. Had a lovely time! Came here after a night out with my friends and the staff were great and joining in with our jokes! Will definitely come back here again.    "
84,Mosaic,£26 to £40,International,4.2,2,Bank,https://www.marriott.com/hotels/hotel-information/restaurant/lonwi-the-westin-london-city/,020 3988 0143,Daily 07:00–21:00,Mosaic is a convivial city all-day dining venue featuring global dishes,https://images.otstatic.com/prod1/46689932/2/medium.jpg,2022-01-26 16:46:12.292362+00,2022-01-26 16:46:12.292362+00,"Mosaic is a convivial city all-day dining venue featuring global dishes, nutritious recipes and local favourites, created by Executive Chef, Jorge Colazo. Boasting a beautiful open kitchen and City-facing views, Mosaic is the perfect place to gather for business meetings, long lunches or to unwind with a glass of Taittinger Champagne after a visit to Shakespeare's Globe.First thing is that this restaurant is part of the Westin hotel. Some pluses and minuses. On the plus side, the menu is creative and there are some healthy options. Also service was impeccable. On the negative, it's a very typical hotel restaurant and lacks a little bit of character. Overall a solid proposition for a business lunch.      Delicious food. Service was a bit slow but probably because they are relatively newly opened. "
86,1947 RESTAURANT,£25 and under,Indian,4.5,48,Aldgate,http://1947restaurant.co.uk/,020 3583 1908,,,https://images.otstatic.com/prod1/41926660/1/medium.jpg,2022-01-26 16:46:12.299801+00,2022-01-26 16:46:12.299801+00,"New Street Grill is a modern take on the classic British steak house, located in the heart of the City. The restaurant showcases the best of British produce alongside an excellent wine list focused, on reds from Bordeaux, Burgundy and the New World, served both in the stylish restaurant and out on its secluded terrace.  In line with government advice, we are operating a COVID-19 secure management system* in our restaurant and details of the controls we have in place can be found on our website.Food was delicious! Portion size was huge (had the chicken) not expected for a central London portion. Service was attentive but food took some time to come out.   Ambiance was very chilled and great for a date night, would visit again!              Had the vegetarian main course based predominately around courgette. Was still surprised to be served two large whole courgettes. Surely one is enough for anyone. So was a bit odd.  They forgot our oysters too. Great restaurant which I’ve been to a lot but not it’s finest hour!          Nice cosy date night restaurant sirloin steak was excellent     Waiter gave us a bit of a hard time about     I couldn't fault the service, the waiter was very friendly and I had good conversations with them. The food was substantial (as in larger portions than I expected!), but was just okay in quality. It was my first time having a burger that was only offered medium well, and I couldn't finish it."
87,Duke Of Somerset,£25 and under,Pub,3.0,1,Aldgate,http://www.craft-pubs.co.uk/dukeofsomersetlondon,020 7680 9962 ,Bar Mon–Wed 11:00–23:00 Thu, Fri 11:00–00:00 Sat 12:00–22:00 Lunch Mon–Fri 11:00–16:45 Sat 12:00–16:45 Dinner Mon–Fri 17:00–22:00 Sat 17:00–20:00, https://images.otstatic.com/prod1/46809395/3/medium.jpg,2022-01-26 16:46:12.30345+00,2022-01-26 16:46:12.30345+00,"100% VEGEN & VEGETARIAN RESTAURANT & COCKTAIL BAR  To be a Vegan & Vegetarian is not a trend anymore but it's our requirements now to save ourselves and our planet too. We are the one who is Authentic Indian restaurant around you where serving 100% Vegetarian and Vegan foods from different regions of India, Which is very delicious and healthy. We source best Indian spices, ingredients and fresh vegetables from locally to make our all range of dishes more delicious to give our customer mouthwatering test of real Indian food in London"".  We are proud to have two different kitchen on the same place where you can enjoy two different most popular test of Authentic Indian food and Authentic Italian Pizza and Pasta. Pizza is the most popular food in the world which cooked many different ways but we are the one of who is making pizza the way original Italian Neapolitan style in the London.Good food. Good service. Overall good experience.      Very nice food and customer service was good. Just a couple of small negatives, firstly we all ate our dinner at the same time apart from one member of our party, they ordered pizza which came after we had finished, secondly disappointed they automatically added a 15% service charge onto the bill, I think we should decide if we want to leave a tip and tbh the meal prices were on par with what you would expect to pay so why the large charge?        pretty good food, but not exceptional. friendly service but a fit frantic. very basic downstairs ""cellar"" dining room.            Amazing food at this place so we will always keep going back! Service is good but when there are a few tables it can take a while to get drinks. Overall, a great place to go to have interesting veggie Indian food         Amazing vegan Indian food. Delicious jeera aloo and ‘chicken’ masala. Breads were also lovely. Friendly staff. Great location if you’re staying in city travelodge as right next door! "
88,Sfoglia Bologna,£26 to £40,Italian,3.9,322,Aldgate,http://www.sfogliabologna.uk/,020 7247 3354,Mon, Thu–Sun 12:00–23:30,https://images.otstatic.com/prod1/47156675/5/medium.jpg,2022-01-26 16:46:12.3071+00,2022-01-26 16:46:12.3071+00,"The Duke of Somerset is a hidden gem of a pub in the city, with a large external beer garden. With a decadent decor, and a great range of craft beers and premium spirits including an extensive gin range; we know there's no better place to go. Not convinced? We're great for sport viewing too, with our 14 internal TV’s with external viewing as well. Private Hires are also available on request. Enjoyed the visit and the limited food menus drinks somewhat limited-no ale and wine by the bottle rather overpriced  "
89,Vivat Bacchus Farringdon,£26 to £40,European,4.7,1165,Farringdon,http://www.vivatbacchus.co.uk/,020 7353 2648 ,Monday - Friday: 12pm - 10.30pm Saturday: 5pm - 10.30pm,The Vivat Bacchus restaurants,https://images.otstatic.com/prod/23895809/1/medium.jpg,2022-01-26 16:46:12.310837+00,2022-01-26 16:46:12.310837+00,"We also make gluten-free pasta every day with a rolling pin and are certified with coeliak uk. In the heart of London, the City, Sfoglia Bologna al MATTARELLO will bring you the ultimate Italian cuisine experience.  We brought the Bologna's traditional cusine to Aldgate, with our signature fresh hand-made pasta.  We have installed a gluten-free kitchen to offer you the safety and taste you need, and import certified quality gluten free products as flours, pasta and hams directly from Italy.  Every day you can watch our ""Sfoglino"" making fresh pasta in front of you at our premises and soon you will have also the chance to learn all the secrets of fresh-pasta production from him with our exclusive courses that will start in January.It's an authentic Italian restaurant, a more special experience than the familiar chains. The food was delicious, quite simple but using fine ingredients and well prepared. Dining early evening on a Saturday the ambience was just right for our party of seven; the restaurant was not too busy. Service was friendly and quite attentive, but there were some misunderstandings about our orders (a language problem), and an error at the till nearly caused us to be overcharged. All was corrected however, and this did not detract from a very pleasant overall experience. The restaurant is slightly out of the way, but well worth finding.        Booked the table, went there it was closed. The notice    This restaurant was absolutely fantastic. The staff were so welcoming and provided great service. The food was amazing and we walked away very happy. We had bread and olives to start and the bread was so fresh, probably the most delicious bread I have ever had. We had pasta dishes for our main course and again it was so fresh.Would go here again!          Service and food was excellent    Im so surprised that this restaurant is still open somehow. The food is tasteless and not worth the price at all. I’ll never go back"
90,Brasserie Blanc - Chancery Lane,£26 to £40,French,4.5,47,Chancery Lane,http://brasserieblanc.com/restaurants/chancery-lane/,020 7405 0290 ,Monday - Friday: 12:00 - 22:00 Saturday: 16:30 - 21:00,At the Fleet Street end of the lane,https://images.otstatic.com/prod/24601538/1/medium.jpg,2022-01-26 16:46:12.31414+00,2022-01-26 16:46:12.31414+00,"""The Vivat Bacchus restaurants, established in Farringdon in 2003 and London Bridge in 2008, are a celebration of rustic, robust food, artisan cheeses and great wines. South African in origin, we are known for the range and quality of our wines, our memorably stocked cheese rooms and a menu using daily sourced, quality seasonal ingredients from highly regarded producers. We feature rare breed meats, grilled to perfection.  The decor, slightly industrial with open ceilings, exposed pipes and ducts creates the feeling of being in a working winery and an unpretentious, no nonsense atmosphere. Fans whirring in cheese rooms and wine cellars stocked to the brim leaves one with no doubt where the focus of the business lies.""Wine was absolutely perfect. Two out of three meals came overdone - the lamb and the steak were both medium to well and we ordered pink and med-rare respectively. A little disappointing for the price but overall would definitely return.      Great steak and burgers. I have never been disappointed here. The choice of wine is very good and the service is efficient and very friendly.        Like all restaurants at the moment, staff is an issue, so service is not great...but the food as always was excellent      Great good and service. Ambiance was spoiled somewhat by the restaurant being so empty.      Really friendly staff and food was absolutely perfect  "
91,Willy's Wine Bar,£25 and under,British,4.0,37,Fenchurch Street,http://www.jamies.london/bars/willys/,020 7480 7289 ,Mon–Fri 11:00–23:00,Just a stones throw from Fenchurch Street Station,https://images.otstatic.com/prod1/43671375/3/medium.jpg,2022-01-26 16:46:12.317804+00,2022-01-26 16:46:12.317804+00,"At the Fleet Street end of the lane, our brasserie is a haven in the heart of the legal district. Booth seating provides a sense of privacy if required for business lunches, or simply share in the hustle and bustle that the city provides. Extra seating is available in the downstairs dining room, and an elegant private room can be booked for meetings, after work events and dinners. Superb French food is at our heart – seasonal, freshly prepared and served with pride by our fabulous restaurant team led by the irrepressible Hatice. Come and see us soon.Amazing food, lovely staff.     Lovely meal, very good value. My only gripe is that I wished they offered custard with the apple crumble,1 small scoop of ice cream isn't adequate      Lovely food and experience     Meeting up with two school friends all of us now 60 . The restaurant was busy but efficiently run. Wine very good value, food particularly the fish soup authentically french. The waiter was helpful without overdoing it.     Will definitely return a great lunch in a great part of town 😊  "
92,Balfour at St. Bart's,£26 to £40,English,3.6,9,Farringdon,http://www.balfourstbarts.om/,020 7600 2705 ,Lunch Mon–Fri 12:00–17:00 Dinner Mon–Fri 17:00–21:30,We love English wine,https://images.otstatic.com/prod1/42728761/3/medium.jpg,2022-01-26 16:46:12.32141+00,2022-01-26 16:46:12.32141+00,"Just a stones throw from Fenchurch Street Station, Willy's Wine Bar is one of the most established and popular wine bars in the square mile. Famous for ‘probably the best Fish & Chips in the City’ the venue is full of tradition and charm, with open brickwork, dark wood and subtle lighting. Towards the back of the bar is the restaurant which serves an extensive English menu, together with a range of daily specials. Willy's is ideal for parties and events, with its versatile space lending itself to a whole variety of both formal and informal functions, including sit down dinners, birthday parties, corporate events, wine tasting evenings, drinks and canapé receptions, to name but a few. In addition, our staff have many years of experience in operating City bars and their unique style of service and hospitality is renowned and appreciated by all of their regular customers.Excellent as always. My favourite wine/bar restaurant in the city!     Received a warm and professional welcome. Excellent service from start to finish. Good choice of wine and the steaks were excellent.     Marvellous as always. Although no yet had the sticky toffee pudding!      Food was excellent, I ordered the corn fed chicken which was delicious. I booked a restaurant table and glad I did as we were sat in the corner which suited us. Staff were very efficient. Definitely be going back.      Very good bar meal with excellent Patagonian Red; will be back soon  "
93,Krua by Nathong,£25 and under,Thai,4.2,212,Blackfriars,http://www.kruabynathong.com/,020 7213 9888,Mon–Fri 12:00–15:00 Mon–Sat 17:00–22:00,Contemporary Thai restaurant from Thailand would like to bring you the real taste of Thai food and what Thai people have for their meals to UK. Nathong restaurant has been open since 1984 in Bangkok,https://images.otstatic.com/prod1/32488052/1/medium.jpg,2022-01-26 16:46:12.325225+00,2022-01-26 16:46:12.325225+00,"We love English wine, and all that comes with enjoying wine: good food, good friends, good conversation. We take pride in our selection of wines, and in presenting you with arguably London’s most extensive range of English wines by the glass. We welcome you to sample those wines through either our seasonal wine tasting flights or with help from our team. We also stock a cracking selection of local beers and spirits too. Food is there to make the wines even more enjoyable! Try some British cheeses and meats with your choice of wine or go along with the wine matches on our main menu. Nice pub on a couple of levels. In hindsight we didn't visit at the best time, on Christmas Eve for what essentially is a City pub, and in a pandemic there was never going to be a lot of people in there, so that detracted from the experience. The service was great though and the Chef even fessed up that the soup wasn't the best and didn't want to serve it to us, so fair play. The food we had was lovely, although possibly a little overpriced. The venue is apparently mostly taken over to block bookings, which I could see working nicely for a live music or DJ performance. Would recommend if you are in the area and fancied a bite, or live within easy reach and could make a music night.          How can you send this YOU CLOSD THE KITCHEND AND WE DID NOT EAT............NOT A MEAL AT ALL....JUST A PACKET OF CRISPS............................ WAS ANGRY CROSS AND DISAPPOINTED WE HAD CONFIRMATION EKMAILS EVEN ON THE DAY......NOW A POST VISIT EMAIL TO ASK WHAT WE THOUGHT WHAT A JOKE.......................      A particularly strange experience at a restaurant at this level. Booking for 6 was made effectively on the OpenTable app - as normal. We arrived on time, were seated, ordered drinks and - visited the loo where necessary (!) Then, we were asked to leave by our waiter as ""we have just accepted a large Corporate booking and we need to set up the room"" We asked to speak to the manager, who appeared to have a strange relationship with customer service expectations. He claimed ""you can't just book on OpenTable and then turn up here expecting a table"". But you confirmed our reservation 24 hours ago we responded. ""I didn't confirm it with you so it doesn't count"" We did try to point out how the Open Table app works but he was confrontational and stressed presumably due to the impending event. Subsequently the team relented, changed their mind and allowed us to eat (!) while they set up for Atkins - their important Christmas guests! Clearly if we could have found a replacement restaurant for 6 at short notice we would have taken this option but that was not realistic. Lessons learned - avoid the restaurant (particularly the difficult manager!) but if you do need to book don't use Open Table as they don't check the reservation system and always get the manager to confirm everything personally - as he doesn't trust his staff! :-) All very unsettling particularly considering the issues in the hospitality sector...     I Took my girlfriend for her birthday, her favourite wine is the Balfour Liberty. St Bart pub had sold out and do not expect to get anymore before April. This isnt a problem however being that a lot of people go their especially for that wine I wish they had sent an email out just to inform. Could have been handled much more professionally. Also, Awful music!      We came up to London for an exhibition and a concert in the evening, we booked a table at the Balfour as it was close to the concert venue, not knowing what to expect, what a wonderful surprise we had, we were greeted as if we were old long-standing customers. The restaurant was not busy at the time but soon became a place of vibrancy, we had a table on the balcony overlooking the main area and people watched those below, while we ate. We came to the conclusion that we were by far the eldest people there, it was so nice to see so many people enjoying themselves. The food and wine was fantastic some of the best lamb we have ever eaten, the wine came from a vineyard close to where we live, but we did not know it existed, English wine at its best. We cannot give enough praise to the staff they were kind and attentive and polite "
94,Green Mosaic,£25 and under,Pizza Bar,4.8,13,Farringdon,,020 3556 4775 ,Mon–Thu 11:00–22:00 Fri 11:00–22:30 Sat 12:00–22:30 Sun 12:00–20:30,Inspired by the idea of creating something unique and different,https://images.otstatic.com/prod1/43462520/3/medium.jpg,2022-01-26 16:46:12.329115+00,2022-01-26 16:46:12.329115+00,"Contemporary Thai restaurant from Thailand would like to bring you the real taste of Thai food and what Thai people have for their meals to UK. Nathong restaurant has been open since 1984 in Bangkok, Thailand. We would like to serve you the contemporary Thai food in our style to show the world what Thai food should be like.good Thai cuisine in the heart of the City - a great find      Lovely restaurant hidden away. The food was delicious however the menu did not have many vegetarian options but the restaurant went out of their way to create options for us which was fantastic! If they can add more vegetarian options that will bring this to a 5!     Friendly staff, relaxed atmosphere where we were given plenty of time and space to talk with well judged service. Food was excellent and the restaurant was well set out and looked great.     Booked a 5.15 sitting and upon arrival they looked very surprised at us being there. Explained I had a table booked but they were preoccupied with an impending arrival of a large group. Sat us right at the back, around the corner where it was dark, cold and dingy and stuck next to some temporary storage area. We asked to move to the next bigger table and they said yes, someone else then came round and said no, not it should have bothered anyone as their main group/guests/priority was in the main part of the restaurant. Service was pretty quick, the two new waiting staff were pleasant and attentive. Food was good, good flavour, subtle spice and kick where needed. Spring rolls, green curry and pad Thai shouldn’t be wrong but some are, not here, it’s rather nice, shame the service part of it was off otherwise the score would have been more.           Food & wine, service and location all good. The only thing that marred it for me was an unpleasant Jasmine tea. But that wouldn't put me off returning.    "
95,The One Tun,£25 and under,Pan-Asian,4.3,42,Farringdon,http://www.onetun.co.uk/,020 7405 1521,Mon–Sat 12:00–21:00,The One Tun Pub & Rooms is a beautiful gastro pub serving delicious Pan Asian food with boutique bedrooms & is located in the heart of Farringdon.,https://images.otstatic.com/prod/24004064/1/medium.jpg,2022-01-26 16:46:12.33257+00,2022-01-26 16:46:12.33257+00,"Inspired by the idea of creating something unique and different, Green Mosaic Pizza Café is making itself known for the freshness and healthiness of its pizza dough. Home-made on a Neapolitan style, slow-fermented for 48 hours, the pizza dough comes from an exclusive blend of flours, used only by Green Mosaic, high in fibers and low in calories. Part of the main ingredients such as turmeric, oats and flaxseeds give an intense colour to the mixture meanwhile maintaining the original taste of the traditional Italian pizza. Along with pizza offerings there are salads, side dishes and desserts are also presented to satisfy a variety of client requests. The restaurant concept, in line with healthy eating, carries guests inside a cozy, sustainable environment. From wooden tables and chairs to the bar counter, green plants enrich the space with natural oxygen providing a relaxing atmosphere.We picked up an offer for Green Mosaic and with the good reviews we're really glad we did. The Pizza is one of the best I've had in London including some well regarded places. The base was lovely, crispy where it counts as well as being fluffy inside and with a nice puffy edge. Toppings has plenty of flavour and the amount was just right. We ordered some vegetables on the side including the roasted ones. These were really good and portion sizes were really good. Will definitely be going back again.     Food was amazing! Very attentive staff overall a very good dining experience     Authentic and delish pizza. Amazing.     The pizza was so delicious and everything went well, we loved it and come back for sure.     Food was pretty good, though the potato wedges were somewhat mealy and stodgy. Service was friendly enough but it was slightly difficult to get our point across so we ended up with two things which weren’t what we ordered, but we didn’t press the point - I think our waiter was new and we didn’t want to cause him more stress!  "
96,Silverleaf,£26 to £40,International,5.0,3,Liverpool Street,https://www.panpacific.com/en/hotels-and-resorts/pp-london/dining/devonshire-house-bar.html,020 7118 6888,Daily 17:00–02:00 ,Located on the third floor of Devonshire House,https://images.otstatic.com/prod1/47119359/5/medium.jpg,2022-01-26 16:46:12.336302+00,2022-01-26 16:46:12.336302+00,"The One Tun Pub & Rooms is a beautiful gastro pub serving delicious Pan Asian food with boutique bedrooms & is located in the heart of Farringdon.Great venue, great staff, great food, would definitely recommend      Great Thai meal at the One Tun. Really lovely and helpful staff. We'll be back       Great food and service. Loved the goyza's and pad thai. A very enjoyable evening - we will be back!     Great food! Would happily go back if in that area again.     Lovely food and served on speedily. The waiter was a little dopey - he dropped one of the glasses of water, then proceeded to clean it up, but not properly - we had to point this out. We asked for side plates for our starters, but they were not forthcoming - but not an issue. Apart from that the food was steaming hot, great taste and a lot of it. I would recommend it."
97,The One Tun,£25 and under,Pan-Asian,4.3,42,Farringdon,http://www.onetun.co.uk/,020 7405 1521,Mon–Sat 12:00–21:00,The One Tun Pub & Rooms is a beautiful gastro pub serving delicious Pan Asian food with boutique bedrooms & is located in the heart of Farringdon.,https://images.otstatic.com/prod/24004064/1/medium.jpg,2022-01-26 16:46:12.339806+00,2022-01-26 16:46:12.339806+00,"Located on the third floor of Devonshire House, this exciting destination bar is designed by Tom Dixon’s Design Research Studio. We are thrilled to have Tom Dixon and his talented design team on board. Tom’s design aesthetic will be perfectly placed in Devonshire House and will complement the existing architecture and heritage of this beautiful building.Creative new offering in a beautiful space with a super friendly and attentive team.     Amazing ambiance, tasty cocktails and super friendly staff       Excellent service, gorgeous cocktails.  "
98,be-oom,£25 and under,Korean,4.6,19,Clerkenwell,http://www.be-oom.com/,020 7833 9757 ,Tue–Sat 10:30–18:30 Sun 12:00–17:00,Our flagship tea bar and garden is located on Exmouth Market in the heart of Clerkenwell,https://images.otstatic.com/prod1/42034776/3/medium.jpg,2022-01-26 16:46:12.34341+00,2022-01-26 16:46:12.34341+00,"The One Tun Pub & Rooms is a beautiful gastro pub serving delicious Pan Asian food with boutique bedrooms & is located in the heart of Farringdon.Great venue, great staff, great food, would definitely recommend     Great Thai meal at the One Tun. Really lovely and helpful staff. We'll be back      Great food and service. Loved the goyza's and pad thai. A very enjoyable evening - we will be back!     Great food! Would happily go back if in that area again.     Lovely food and served on speedily. The waiter was a little dopey - he dropped one of the glasses of water, then proceeded to clean it up, but not properly - we had to point this out. We asked for side plates for our starters, but they were not forthcoming - but not an issue. Apart from that the food was steaming hot, great taste and a lot of it. I would recommend it.  "
99,India India,£25 and under,Indian,3.9,29,Blackfriars,http://www.indiaindiarestaurant.co.uk/,020 7353 2898,Mon - Fri: 11:30am – 3:00pm 5:30pm – 11:00pm Sat: 5:30pm – 11:00pm,At India India Restaurant,https://images.otstatic.com/prod/27367530/1/medium.jpg,2022-01-26 16:46:12.347149+00,2022-01-26 16:46:12.347149+00,"Our flagship tea bar and garden is located on Exmouth Market in the heart of Clerkenwell, London.  We have a full range of teas, tea sets and ceramics to try, browse and experience. Tea drinks, tea cocktails and selected wines with tea pairings are available to enjoy at our tea bar, outdoor seating area or in our garden tucked away at the back of the shop.  Garden and tea bar are both available for reservations - for parties larger than 6, please email tea@be-oom.com or call us 02078 339757Lovely place to spend a Saturday, a unique experience in the heart of London     An absolute gem of a tearoom/tea-shop, with the most delicate sweet and savoury treats to accompany a range of exciting teas. The beautiful greenhouse out back is perfect for a work meeting, date night, or tea with friends.     We had such a lovely time at Be-oom! The staff were so friendly and knowledgeable. The Korean snacks were so delicious and the tea perfect! We’ll definitely go back.     Everything tasted amazing and the staff are so lovely , they explain everything about the food and are very friendly and respectful, very clean and calm, cant wait to comeback!     This is my second time visiting Be-oom and it was just as special as my first. The teas are absolutely divine, the ambiance is extremely calming. The space is an oasis of calm. Thank you so much for a wonderful experience once again!   "
